record_id,employee_id,year,performance_score,projects_completed,training_hours,attendance_rate_percent,bonus_awarded
133417,26684,2022,3.18,2,54,90.26,Yes
133418,26684,2023,3.71,9,82,94.85,No
133419,26684,2024,3.25,7,59,85.26,No
133420,26684,2025,3.89,1,76,86.72,Yes
133421,26685,2021,2.99,6,56,89.51,No
133422,26685,2022,2.37,9,33,94.45,Yes
133423,26685,2023,2.47,6,54,97.43,No
133424,26685,2024,2.41,2,29,94.95,No
133425,26685,2025,2.89,10,38,87.99,No
133426,26686,2021,2.55,4,18,97.10,No
133427,26686,2022,2.95,5,33,87.02,Yes
133428,26686,2023,2.63,9,40,85.74,Yes
133429,26686,2024,3.13,1,16,99.42,Yes
133430,26686,2025,3.08,4,38,98.45,No
133431,26687,2021,4.30,6,33,91.69,Yes
133432,26687,2022,4.31,8,22,91.60,No
133433,26687,2023,4.59,8,22,97.77,Yes
133434,26687,2024,4.62,8,25,90.10,Yes
133435,26687,2025,4.39,10,32,96.45,No
133436,26688,2021,3.38,4,70,98.27,No
133437,26688,2022,4.06,4,95,99.27,Yes
133438,26688,2023,3.39,2,68,86.74,Yes
133439,26688,2024,3.90,6,69,95.94,No
133440,26688,2025,3.92,4,94,96.49,No
133441,26689,2021,4.29,1,46,86.98,No
133442,26689,2022,4.11,6,61,90.35,No
133443,26689,2023,4.21,5,76,93.35,No
133444,26689,2024,4.51,7,73,87.20,Yes
133445,26689,2025,4.53,7,56,96.03,Yes
133446,26690,2021,2.90,10,47,98.27,Yes
133447,26690,2022,3.04,4,49,85.84,Yes
133448,26690,2023,3.05,8,46,91.18,No
133449,26690,2024,3.47,1,56,97.75,No
133450,26690,2025,3.25,6,47,93.61,Yes
133451,26691,2021,4.21,8,95,94.04,No
133452,26691,2022,3.49,1,94,85.85,Yes
133453,26691,2023,4.18,8,81,90.39,No
133454,26691,2024,4.07,4,82,93.79,No
133455,26691,2025,3.87,5,96,93.58,No
133456,26692,2021,4.22,2,80,91.28,No
133457,26692,2022,4.62,2,77,92.74,No
133458,26692,2023,4.63,9,90,98.92,No
133459,26692,2024,4.46,2,79,89.05,No
133460,26692,2025,4.37,9,60,87.42,Yes
133461,26693,2021,2.56,2,27,99.22,No
133462,26693,2022,2.59,3,18,99.21,Yes
133463,26693,2023,3.21,9,13,85.76,No
133464,26693,2024,2.91,8,28,96.31,Yes
133465,26693,2025,3.25,4,29,98.59,Yes
133466,26694,2021,4.10,1,37,96.33,No
133467,26694,2022,3.77,10,15,93.61,No
133468,26694,2023,3.49,6,37,86.27,No
133469,26694,2024,3.95,8,37,90.14,Yes
133470,26694,2025,3.57,2,40,99.35,Yes
133471,26695,2021,3.36,6,51,95.11,Yes
133472,26695,2022,3.49,7,49,97.09,Yes
133473,26695,2023,3.50,5,62,98.69,Yes
133474,26695,2024,3.46,4,63,94.76,Yes
133475,26695,2025,3.11,9,68,97.02,Yes
133476,26696,2021,4.42,4,46,98.63,No
133477,26696,2022,3.95,7,27,92.21,No
133478,26696,2023,4.10,4,46,86.40,Yes
133479,26696,2024,4.39,4,30,87.50,Yes
133480,26696,2025,4.02,8,34,93.75,No
133481,26697,2021,3.79,3,19,87.10,Yes
133482,26697,2022,4.13,2,40,87.03,No
133483,26697,2023,4.25,8,28,89.49,No
133484,26697,2024,3.76,2,31,92.49,No
133485,26697,2025,3.71,4,29,97.91,Yes
133486,26698,2021,3.95,4,65,92.72,No
133487,26698,2022,3.70,4,73,98.70,Yes
133488,26698,2023,3.51,9,93,88.39,No
133489,26698,2024,3.65,9,65,95.12,Yes
133490,26698,2025,3.72,8,82,86.89,No
133491,26699,2021,4.09,7,39,95.77,Yes
133492,26699,2022,3.56,5,33,96.54,Yes
133493,26699,2023,3.72,3,43,98.32,Yes
133494,26699,2024,3.84,3,42,96.82,Yes
133495,26699,2025,3.79,8,46,86.41,No
133496,26700,2021,3.12,7,23,91.76,Yes
133497,26700,2022,2.96,10,44,91.70,No
133498,26700,2023,3.09,7,16,94.99,Yes
133499,26700,2024,3.02,9,27,95.13,Yes
133500,26700,2025,3.55,1,46,87.63,Yes
133501,26701,2021,3.86,3,73,99.49,No
133502,26701,2022,4.23,10,80,87.45,Yes
133503,26701,2023,4.21,7,83,91.34,No
133504,26701,2024,3.62,10,62,94.65,No
133505,26701,2025,3.82,3,81,91.95,No
133506,26702,2021,3.71,2,98,86.16,Yes
133507,26702,2022,3.81,1,81,91.19,Yes
133508,26702,2023,3.70,7,78,91.64,No
133509,26702,2024,3.81,7,79,87.43,No
133510,26702,2025,3.78,7,81,85.85,No
133511,26703,2021,2.74,4,41,86.85,Yes
133512,26703,2022,2.45,2,48,90.27,Yes
133513,26703,2023,2.65,8,53,92.73,Yes
133514,26703,2024,2.89,7,69,88.89,No
133515,26703,2025,2.48,4,51,87.73,Yes
133516,26704,2021,4.41,3,65,85.13,Yes
133517,26704,2022,4.33,9,93,94.33,Yes
133518,26704,2023,4.79,10,87,95.58,No
133519,26704,2024,4.91,9,68,96.97,Yes
133520,26704,2025,4.43,5,82,94.50,No
133521,26705,2021,4.18,1,36,99.97,Yes
133522,26705,2022,4.69,5,37,92.12,Yes
133523,26705,2023,4.19,4,45,99.87,No
133524,26705,2024,4.41,5,38,98.93,No
133525,26705,2025,4.25,9,26,92.02,No
133526,26706,2021,2.79,1,44,90.75,No
133527,26706,2022,2.89,8,50,93.19,Yes
133528,26706,2023,2.90,10,32,95.87,No
133529,26706,2024,3.10,1,31,93.89,No
133530,26706,2025,2.76,8,27,87.20,No
133531,26707,2021,3.58,4,37,93.53,No
133532,26707,2022,3.80,6,37,94.89,Yes
133533,26707,2023,4.14,10,35,93.26,Yes
133534,26707,2024,3.89,10,18,89.97,No
133535,26707,2025,3.87,1,20,87.89,No
133536,26708,2021,3.46,6,93,86.71,No
133537,26708,2022,2.72,7,72,92.64,Yes
133538,26708,2023,3.22,3,66,95.63,No
133539,26708,2024,3.25,7,67,90.62,No
133540,26708,2025,3.43,7,72,89.92,No
133541,26709,2021,3.43,6,77,89.54,No
133542,26709,2022,3.45,2,84,89.02,No
133543,26709,2023,3.75,7,97,87.03,No
133544,26709,2024,4.02,1,79,96.81,No
133545,26709,2025,3.51,7,85,88.46,No
133546,26710,2021,2.95,9,52,94.07,No
133547,26710,2022,2.96,2,32,89.91,No
133548,26710,2023,3.53,4,36,87.43,No
133549,26710,2024,2.95,2,50,92.02,No
133550,26710,2025,3.28,10,35,93.66,No
133551,26711,2021,3.30,1,67,97.05,No
133552,26711,2022,3.30,2,79,85.30,No
133553,26711,2023,2.75,5,64,88.08,Yes
133554,26711,2024,2.77,5,55,90.41,Yes
133555,26711,2025,2.84,3,56,87.43,Yes
133556,26712,2021,3.79,9,40,96.26,Yes
133557,26712,2022,4.07,8,45,89.80,Yes
133558,26712,2023,3.79,4,31,94.78,Yes
133559,26712,2024,3.91,8,43,99.04,No
133560,26712,2025,3.99,2,25,92.49,No
133561,26713,2021,2.49,2,66,88.03,Yes
133562,26713,2022,3.14,1,70,95.84,No
133563,26713,2023,2.60,2,79,94.67,Yes
133564,26713,2024,2.82,7,70,90.07,Yes
133565,26713,2025,2.51,1,77,96.74,Yes
133566,26714,2021,4.33,10,92,93.91,Yes
133567,26714,2022,3.87,2,69,92.33,No
133568,26714,2023,4.10,4,91,88.69,Yes
133569,26714,2024,3.76,8,81,87.29,Yes
133570,26714,2025,3.98,7,84,90.41,Yes
133571,26715,2021,3.90,5,84,93.43,No
133572,26715,2022,3.39,7,86,94.19,Yes
133573,26715,2023,3.87,5,88,90.91,Yes
133574,26715,2024,3.34,9,63,87.53,No
133575,26715,2025,3.60,10,58,94.79,Yes
133576,26716,2021,3.48,4,75,89.75,Yes
133577,26716,2022,3.33,6,53,90.90,Yes
133578,26716,2023,3.67,2,58,97.50,No
133579,26716,2024,3.34,7,52,97.03,No
133580,26716,2025,3.83,4,56,91.13,Yes
133581,26717,2021,4.56,8,19,85.48,Yes
133582,26717,2022,4.23,2,26,91.84,Yes
133583,26717,2023,4.51,3,14,87.83,Yes
133584,26717,2024,4.14,7,22,90.21,Yes
133585,26717,2025,4.29,9,13,85.62,Yes
133586,26718,2021,4.74,3,85,88.02,Yes
133587,26718,2022,4.63,4,73,88.51,No
133588,26718,2023,4.61,7,90,95.33,Yes
133589,26718,2024,4.42,9,73,90.11,No
133590,26718,2025,4.26,10,93,91.45,No
133591,26719,2021,3.90,5,73,86.89,No
133592,26719,2022,3.77,2,54,86.64,Yes
133593,26719,2023,3.94,5,57,95.13,No
133594,26719,2024,3.70,1,49,88.26,No
133595,26719,2025,3.41,3,71,89.87,No
133596,26720,2021,3.90,2,66,98.24,Yes
133597,26720,2022,3.88,7,41,86.85,No
133598,26720,2023,4.27,8,48,89.43,No
133599,26720,2024,3.95,10,68,89.13,No
133600,26720,2025,4.30,8,46,99.63,Yes
133601,26721,2021,4.11,9,74,86.04,Yes
133602,26721,2022,3.97,6,65,99.05,No
133603,26721,2023,4.46,10,55,89.14,No
133604,26721,2024,4.29,2,48,93.82,No
133605,26721,2025,3.99,10,67,94.82,No
133606,26722,2021,2.90,3,67,95.63,Yes
133607,26722,2022,3.13,3,61,87.14,No
133608,26722,2023,2.79,10,67,93.76,No
133609,26722,2024,2.96,9,63,89.91,Yes
133610,26722,2025,2.87,4,76,87.62,No
133611,26723,2021,3.89,4,65,90.14,No
133612,26723,2022,3.88,8,60,85.89,No
133613,26723,2023,4.28,6,76,85.54,No
133614,26723,2024,3.86,6,87,99.44,Yes
133615,26723,2025,4.11,7,86,98.16,Yes
133616,26724,2021,3.57,9,73,91.34,Yes
133617,26724,2022,3.44,3,64,89.39,Yes
133618,26724,2023,4.06,7,60,99.98,Yes
133619,26724,2024,3.58,6,59,89.36,No
133620,26724,2025,3.43,6,57,94.84,No
133621,26725,2021,2.44,6,56,97.04,No
133622,26725,2022,2.35,5,74,95.25,Yes
133623,26725,2023,2.59,1,81,90.51,Yes
133624,26725,2024,2.67,10,58,88.64,Yes
133625,26725,2025,2.93,10,54,91.90,No
133626,26726,2021,3.85,6,67,87.67,Yes
133627,26726,2022,3.97,6,70,87.66,No
133628,26726,2023,3.95,6,59,87.18,No
133629,26726,2024,4.09,8,57,87.31,No
133630,26726,2025,3.77,1,53,94.49,No
133631,26727,2021,2.69,6,84,98.14,Yes
133632,26727,2022,2.66,10,71,86.48,No
133633,26727,2023,2.80,5,78,96.33,Yes
133634,26727,2024,2.71,5,75,88.46,Yes
133635,26727,2025,2.52,7,100,91.29,No
133636,26728,2021,3.32,8,60,95.71,Yes
133637,26728,2022,3.24,5,73,93.34,No
133638,26728,2023,3.57,2,67,90.90,No
133639,26728,2024,3.53,6,82,85.12,Yes
133640,26728,2025,3.35,10,57,95.08,Yes
133641,26729,2021,2.72,10,75,96.06,No
133642,26729,2022,3.05,8,68,90.31,Yes
133643,26729,2023,2.90,9,69,91.61,Yes
133644,26729,2024,3.17,2,50,90.58,No
133645,26729,2025,3.09,6,59,97.81,Yes
133646,26730,2021,4.15,7,63,95.36,Yes
133647,26730,2022,3.95,8,69,98.16,No
133648,26730,2023,3.98,5,86,85.36,No
133649,26730,2024,3.59,3,93,91.41,No
133650,26730,2025,4.16,4,65,86.98,Yes
133651,26731,2021,3.16,8,87,87.20,Yes
133652,26731,2022,3.22,5,78,88.51,Yes
133653,26731,2023,3.37,5,64,86.65,Yes
133654,26731,2024,3.13,5,72,98.41,No
133655,26731,2025,3.45,1,66,98.51,No
133656,26732,2021,2.91,2,75,90.17,No
133657,26732,2022,3.29,3,84,94.95,No
133658,26732,2023,3.60,2,75,92.09,Yes
133659,26732,2024,2.85,9,86,85.61,Yes
133660,26732,2025,3.45,7,86,99.39,No
133661,26733,2021,3.65,9,60,90.16,Yes
133662,26733,2022,3.57,2,35,90.28,No
133663,26733,2023,4.08,7,40,87.22,No
133664,26733,2024,3.50,2,32,91.86,Yes
133665,26733,2025,3.65,10,43,95.43,Yes
133666,26734,2021,2.53,1,38,90.11,Yes
133667,26734,2022,2.86,6,64,97.18,No
133668,26734,2023,2.87,9,63,98.32,No
133669,26734,2024,2.42,2,42,99.03,Yes
133670,26734,2025,2.96,4,51,98.91,Yes
133671,26735,2021,2.74,5,57,96.13,No
133672,26735,2022,2.98,10,50,96.18,No
133673,26735,2023,3.29,3,61,95.45,Yes
133674,26735,2024,3.12,3,62,99.84,No
133675,26735,2025,3.14,3,59,99.72,Yes
133676,26736,2021,3.35,3,47,89.37,Yes
133677,26736,2022,3.35,9,40,99.23,Yes
133678,26736,2023,3.05,10,62,86.18,Yes
133679,26736,2024,3.01,4,54,88.49,Yes
133680,26736,2025,3.19,5,52,92.66,Yes
133681,26737,2021,4.20,2,65,86.12,Yes
133682,26737,2022,4.25,2,71,93.91,Yes
133683,26737,2023,4.36,5,58,87.82,No
133684,26737,2024,4.43,6,70,88.15,Yes
133685,26737,2025,4.04,7,71,98.90,Yes
133686,26738,2021,2.89,2,29,89.83,No
133687,26738,2022,2.35,7,25,85.55,Yes
133688,26738,2023,2.78,6,21,88.58,Yes
133689,26738,2024,2.38,6,45,93.68,Yes
133690,26738,2025,2.44,7,36,94.73,Yes
133691,26739,2021,3.08,6,64,87.33,Yes
133692,26739,2022,3.34,10,75,96.71,Yes
133693,26739,2023,3.56,9,79,96.51,Yes
133694,26739,2024,3.53,6,59,89.45,Yes
133695,26739,2025,2.92,6,80,99.07,No
133696,26740,2021,3.89,9,54,91.28,Yes
133697,26740,2022,4.20,10,31,86.77,No
133698,26740,2023,4.07,5,26,94.27,No
133699,26740,2024,4.26,10,36,90.39,Yes
133700,26740,2025,3.72,7,40,96.72,No
133701,26741,2021,2.72,3,86,89.42,Yes
133702,26741,2022,3.15,7,63,95.84,Yes
133703,26741,2023,2.93,3,71,90.16,Yes
133704,26741,2024,2.90,10,87,96.15,No
133705,26741,2025,3.00,7,75,90.09,Yes
133706,26742,2021,4.31,10,62,99.37,No
133707,26742,2022,4.09,1,59,91.69,Yes
133708,26742,2023,3.82,5,75,89.85,Yes
133709,26742,2024,4.28,1,55,86.80,Yes
133710,26742,2025,4.49,4,52,99.38,No
133711,26743,2021,4.44,10,70,85.40,Yes
133712,26743,2022,4.52,2,64,89.14,No
133713,26743,2023,3.99,1,61,95.71,No
133714,26743,2024,4.42,4,87,95.98,Yes
133715,26743,2025,4.07,1,82,87.95,Yes
133716,26744,2021,2.53,3,57,89.30,Yes
133717,26744,2022,2.76,9,70,91.36,Yes
133718,26744,2023,2.44,5,71,90.26,No
133719,26744,2024,2.87,5,53,94.55,Yes
133720,26744,2025,2.68,4,66,97.00,No
133721,26745,2021,4.80,1,89,94.62,Yes
133722,26745,2022,4.71,4,68,92.58,No
133723,26745,2023,4.83,10,64,91.85,No
133724,26745,2024,4.91,6,70,93.58,No
133725,26745,2025,4.93,2,69,85.24,Yes
133726,26746,2021,3.33,1,57,99.74,Yes
133727,26746,2022,3.53,2,81,85.26,No
133728,26746,2023,3.16,5,61,89.47,Yes
133729,26746,2024,3.30,5,68,90.71,No
133730,26746,2025,3.45,5,64,89.01,No
133731,26747,2021,2.90,2,55,97.79,No
133732,26747,2022,3.26,5,42,89.79,No
133733,26747,2023,2.52,8,42,97.64,No
133734,26747,2024,3.04,6,61,85.84,Yes
133735,26747,2025,2.93,8,58,91.06,Yes
133736,26748,2021,4.61,4,46,98.79,Yes
133737,26748,2022,4.43,6,64,94.96,No
133738,26748,2023,4.16,4,52,96.87,No
133739,26748,2024,3.92,3,49,96.13,Yes
133740,26748,2025,4.20,4,44,94.64,Yes
133741,26749,2021,3.25,7,50,99.15,Yes
133742,26749,2022,3.60,10,42,89.89,No
133743,26749,2023,3.50,6,48,95.72,Yes
133744,26749,2024,3.31,10,42,98.32,No
133745,26749,2025,3.60,4,33,91.66,Yes
133746,26750,2021,3.25,9,96,86.83,Yes
133747,26750,2022,3.86,5,81,96.87,Yes
133748,26750,2023,3.91,5,86,95.63,Yes
133749,26750,2024,3.50,2,76,94.56,No
133750,26750,2025,3.62,6,95,97.20,Yes
133751,26751,2021,3.11,7,51,98.88,No
133752,26751,2022,3.35,6,50,86.39,No
133753,26751,2023,3.07,4,31,89.27,Yes
133754,26751,2024,3.09,7,55,91.67,Yes
133755,26751,2025,3.33,4,45,88.61,Yes
133756,26752,2021,3.98,6,88,93.62,No
133757,26752,2022,4.02,1,90,86.40,Yes
133758,26752,2023,4.10,3,85,97.07,No
133759,26752,2024,4.25,7,63,92.84,No
133760,26752,2025,3.67,9,73,99.19,No
133761,26753,2021,3.28,9,72,92.07,Yes
133762,26753,2022,3.50,4,89,86.51,Yes
133763,26753,2023,3.93,9,64,91.78,Yes
133764,26753,2024,3.67,2,90,90.23,Yes
133765,26753,2025,3.59,10,85,96.42,No
133766,26754,2021,2.72,3,72,88.40,Yes
133767,26754,2022,2.44,5,60,92.99,No
133768,26754,2023,2.47,2,53,89.38,No
133769,26754,2024,2.44,3,50,86.55,No
133770,26754,2025,2.77,9,70,85.33,No
133771,26755,2021,3.40,1,74,89.01,No
133772,26755,2022,3.03,2,70,89.23,Yes
133773,26755,2023,3.25,4,77,92.57,Yes
133774,26755,2024,3.32,5,61,93.67,Yes
133775,26755,2025,3.32,5,76,91.71,Yes
133776,26756,2021,3.89,1,87,93.14,No
133777,26756,2022,3.68,3,79,91.59,No
133778,26756,2023,4.13,8,77,95.67,Yes
133779,26756,2024,3.64,10,65,93.82,Yes
133780,26756,2025,4.13,6,65,85.60,No
133781,26757,2021,4.72,6,88,93.49,No
133782,26757,2022,4.54,6,86,96.47,Yes
133783,26757,2023,4.22,4,70,92.69,No
133784,26757,2024,4.36,1,88,92.17,Yes
133785,26757,2025,4.73,8,82,94.31,Yes
133786,26758,2021,2.47,3,64,85.53,Yes
133787,26758,2022,2.98,8,67,96.64,No
133788,26758,2023,2.43,5,63,89.57,No
133789,26758,2024,2.62,10,72,99.32,No
133790,26758,2025,2.56,3,63,94.67,Yes
133791,26759,2021,2.73,7,48,93.75,Yes
133792,26759,2022,3.05,2,62,90.49,Yes
133793,26759,2023,2.68,8,63,93.96,No
133794,26759,2024,3.21,4,73,89.37,No
133795,26759,2025,2.79,10,50,90.87,No
133796,26760,2021,2.75,6,56,95.83,No
133797,26760,2022,2.64,1,59,94.18,Yes
133798,26760,2023,2.45,9,60,87.65,No
133799,26760,2024,2.59,6,57,97.77,No
133800,26760,2025,3.17,1,55,86.17,Yes
133801,26761,2021,3.05,8,62,98.41,Yes
133802,26761,2022,3.30,7,42,90.10,Yes
133803,26761,2023,3.40,8,60,91.44,No
133804,26761,2024,2.77,6,57,85.60,Yes
133805,26761,2025,3.07,1,44,87.22,Yes
133806,26762,2021,3.70,1,45,91.37,Yes
133807,26762,2022,3.32,10,52,99.34,No
133808,26762,2023,3.09,9,32,87.88,Yes
133809,26762,2024,3.61,3,26,86.60,Yes
133810,26762,2025,3.41,2,42,85.77,No
133811,26763,2021,2.42,8,72,85.53,No
133812,26763,2022,2.60,5,64,90.99,No
133813,26763,2023,2.76,8,64,85.82,Yes
133814,26763,2024,2.57,3,51,91.35,Yes
133815,26763,2025,3.07,8,52,94.85,Yes
133816,26764,2021,2.78,2,85,98.92,No
133817,26764,2022,2.72,7,67,96.14,Yes
133818,26764,2023,2.97,3,70,95.74,No
133819,26764,2024,2.80,1,64,85.24,Yes
133820,26764,2025,2.67,1,69,96.65,Yes
133821,26765,2021,3.69,2,96,96.88,Yes
133822,26765,2022,3.09,5,76,87.20,No
133823,26765,2023,3.81,8,90,89.57,Yes
133824,26765,2024,3.57,3,71,94.61,No
133825,26765,2025,3.40,8,87,88.60,Yes
133826,26766,2021,3.56,2,48,90.40,No
133827,26766,2022,3.58,1,46,92.33,No
133828,26766,2023,3.79,5,39,90.57,No
133829,26766,2024,3.74,5,51,97.85,Yes
133830,26766,2025,3.77,4,47,96.18,No
133831,26767,2021,3.06,2,46,95.73,Yes
133832,26767,2022,2.86,7,44,93.40,Yes
133833,26767,2023,3.03,3,49,98.36,Yes
133834,26767,2024,2.66,5,44,86.62,No
133835,26767,2025,3.17,3,47,99.65,Yes
133836,26768,2021,3.92,10,63,98.62,Yes
133837,26768,2022,4.17,7,40,91.05,No
133838,26768,2023,3.57,7,53,92.31,No
133839,26768,2024,3.68,2,36,98.52,Yes
133840,26768,2025,3.96,10,56,98.07,Yes
133841,26769,2021,3.89,4,92,88.71,No
133842,26769,2022,4.19,1,77,93.89,No
133843,26769,2023,4.52,1,71,99.91,Yes
133844,26769,2024,4.46,5,83,99.40,No
133845,26769,2025,4.13,6,93,97.09,Yes
133846,26770,2021,4.05,1,70,96.51,No
133847,26770,2022,4.61,3,44,86.88,No
133848,26770,2023,4.60,10,58,99.51,No
133849,26770,2024,4.79,9,49,99.33,Yes
133850,26770,2025,4.00,5,45,87.33,No
133851,26771,2021,4.36,2,34,94.15,No
133852,26771,2022,4.12,7,48,95.78,No
133853,26771,2023,3.89,10,37,91.99,Yes
133854,26771,2024,4.24,6,38,93.47,Yes
133855,26771,2025,4.05,4,44,97.22,No
133856,26772,2021,3.45,9,77,88.86,No
133857,26772,2022,3.76,6,75,90.07,Yes
133858,26772,2023,3.65,1,93,98.40,Yes
133859,26772,2024,3.48,1,91,88.25,Yes
133860,26772,2025,3.60,3,65,93.71,Yes
133861,26773,2021,2.80,8,56,92.84,No
133862,26773,2022,2.46,8,61,87.14,Yes
133863,26773,2023,2.98,8,71,94.95,Yes
133864,26773,2024,2.62,9,59,92.61,No
133865,26773,2025,2.73,2,70,90.49,No
133866,26774,2021,3.84,6,31,88.43,Yes
133867,26774,2022,3.83,3,33,92.55,No
133868,26774,2023,3.24,8,23,87.08,Yes
133869,26774,2024,3.88,8,28,99.28,No
133870,26774,2025,3.24,3,40,92.23,No
133871,26775,2021,2.97,1,48,98.78,No
133872,26775,2022,2.79,1,46,98.73,No
133873,26775,2023,2.51,4,49,86.18,Yes
133874,26775,2024,2.67,5,25,93.10,No
133875,26775,2025,2.56,6,39,91.67,Yes
133876,26776,2021,4.11,3,36,95.88,Yes
133877,26776,2022,4.16,9,56,90.88,No
133878,26776,2023,4.43,5,28,97.67,No
133879,26776,2024,3.89,8,40,92.76,No
133880,26776,2025,4.24,3,42,97.89,No
133881,26777,2021,3.30,8,37,94.47,No
133882,26777,2022,2.96,5,61,91.33,No
133883,26777,2023,2.86,2,52,94.18,Yes
133884,26777,2024,2.64,2,41,93.79,Yes
133885,26777,2025,3.31,3,47,93.32,No
133886,26778,2021,4.19,3,61,87.71,Yes
133887,26778,2022,3.97,6,80,93.94,No
133888,26778,2023,4.29,6,70,90.97,Yes
133889,26778,2024,3.86,8,52,86.13,Yes
133890,26778,2025,3.78,1,60,90.23,No
133891,26779,2021,3.69,1,57,88.48,No
133892,26779,2022,3.83,1,66,91.60,Yes
133893,26779,2023,4.04,2,75,86.30,No
133894,26779,2024,4.38,1,77,95.66,Yes
133895,26779,2025,4.00,1,62,97.89,Yes
133896,26780,2021,3.92,10,71,90.85,Yes
133897,26780,2022,3.70,3,84,91.37,No
133898,26780,2023,3.96,5,70,94.72,No
133899,26780,2024,3.57,5,84,85.32,Yes
133900,26780,2025,3.41,5,85,87.06,Yes
133901,26781,2021,4.65,9,50,87.37,No
133902,26781,2022,4.35,6,33,92.37,Yes
133903,26781,2023,4.00,6,44,86.64,No
133904,26781,2024,4.08,9,58,90.04,No
133905,26781,2025,4.14,4,53,98.85,No
133906,26782,2021,3.81,8,55,96.59,Yes
133907,26782,2022,3.72,3,32,95.74,No
133908,26782,2023,3.79,7,47,94.71,Yes
133909,26782,2024,4.23,8,52,98.62,No
133910,26782,2025,4.36,6,27,87.24,Yes
133911,26783,2021,4.07,4,63,93.67,No
133912,26783,2022,4.04,4,66,97.72,No
133913,26783,2023,3.63,1,75,92.57,Yes
133914,26783,2024,4.11,8,85,96.53,No
133915,26783,2025,4.04,10,87,99.87,No
133916,26784,2021,3.02,9,43,89.72,Yes
133917,26784,2022,2.61,5,25,92.58,Yes
133918,26784,2023,2.58,5,23,91.89,Yes
133919,26784,2024,2.54,2,42,95.07,No
133920,26784,2025,3.02,6,27,93.31,No
133921,26785,2021,2.76,6,40,95.69,No
133922,26785,2022,2.44,7,33,88.96,Yes
133923,26785,2023,2.46,4,35,86.23,Yes
133924,26785,2024,2.54,2,27,93.51,Yes
133925,26785,2025,2.82,5,41,94.85,Yes
133926,26786,2021,3.86,1,87,98.80,Yes
133927,26786,2022,3.39,9,93,88.46,Yes
133928,26786,2023,3.55,6,70,88.85,No
133929,26786,2024,3.92,7,79,96.71,Yes
133930,26786,2025,3.90,10,78,98.29,No
133931,26787,2021,4.38,9,46,88.18,Yes
133932,26787,2022,4.39,4,71,87.61,No
133933,26787,2023,4.79,7,74,94.15,No
133934,26787,2024,4.56,9,76,95.25,Yes
133935,26787,2025,4.59,2,69,97.74,No
133936,26788,2021,3.89,4,53,96.88,Yes
133937,26788,2022,4.19,6,45,90.80,Yes
133938,26788,2023,4.33,9,30,90.07,No
133939,26788,2024,4.27,9,54,85.50,No
133940,26788,2025,4.24,8,34,85.96,Yes
133941,26789,2021,3.05,5,29,88.51,No
133942,26789,2022,3.21,1,50,88.71,No
133943,26789,2023,3.62,5,51,94.43,Yes
133944,26789,2024,3.12,3,46,91.44,Yes
133945,26789,2025,3.74,9,39,98.69,Yes
133946,26790,2021,4.02,9,36,86.17,Yes
133947,26790,2022,4.67,6,42,87.21,No
133948,26790,2023,4.49,10,21,92.86,No
133949,26790,2024,3.99,1,18,85.26,No
133950,26790,2025,4.01,5,45,99.44,No
133951,26791,2021,4.61,3,46,86.68,No
133952,26791,2022,4.61,7,19,98.14,Yes
133953,26791,2023,3.86,2,20,90.63,Yes
133954,26791,2024,4.34,1,25,86.94,Yes
133955,26791,2025,4.48,10,33,91.10,Yes
133956,26792,2021,3.86,1,75,94.39,Yes
133957,26792,2022,4.04,8,55,96.34,Yes
133958,26792,2023,4.30,2,63,86.96,No
133959,26792,2024,3.68,1,70,90.92,No
133960,26792,2025,4.24,7,80,90.29,No
133961,26793,2021,3.06,8,65,97.90,Yes
133962,26793,2022,3.31,4,59,85.37,Yes
133963,26793,2023,3.81,1,53,93.23,Yes
133964,26793,2024,3.13,5,78,87.12,Yes
133965,26793,2025,3.40,6,60,99.77,No
133966,26794,2021,2.98,2,84,94.02,Yes
133967,26794,2022,3.18,1,72,88.35,No
133968,26794,2023,2.76,9,66,85.09,Yes
133969,26794,2024,3.08,4,82,92.24,No
133970,26794,2025,2.88,5,81,98.27,Yes
133971,26795,2021,2.90,6,47,93.35,Yes
133972,26795,2022,3.30,8,47,93.19,No
133973,26795,2023,2.80,4,28,95.32,Yes
133974,26795,2024,2.82,7,40,96.06,No
133975,26795,2025,2.78,5,41,85.27,Yes
133976,26796,2021,4.69,8,69,88.06,Yes
133977,26796,2022,4.78,8,68,92.67,No
133978,26796,2023,4.51,4,62,85.49,Yes
133979,26796,2024,4.37,1,56,91.82,No
133980,26796,2025,4.52,4,66,99.97,No
133981,26797,2021,4.09,5,27,98.99,No
133982,26797,2022,4.66,5,34,97.38,No
133983,26797,2023,3.93,3,24,88.96,Yes
133984,26797,2024,3.96,5,23,87.73,No
133985,26797,2025,4.51,6,28,89.20,Yes
133986,26798,2021,3.75,9,77,89.04,Yes
133987,26798,2022,4.06,1,60,91.90,No
133988,26798,2023,3.59,7,55,88.60,No
133989,26798,2024,3.71,4,74,91.10,Yes
133990,26798,2025,3.66,1,58,90.61,No
133991,26799,2021,4.19,6,50,97.33,Yes
133992,26799,2022,4.40,7,28,96.07,Yes
133993,26799,2023,3.88,9,40,93.42,Yes
133994,26799,2024,3.81,2,32,88.71,No
133995,26799,2025,4.46,10,49,89.85,Yes
133996,26800,2021,4.18,8,46,97.21,No
